time,rel_time(sec),velocity(c/s)
2022-01-02T04:00:22.475000,22.45,165.1698269195508
2022-01-02T04:00:22.525000,22.5,145.5961186250928
2022-01-02T04:00:22.575000,22.55,152.99492677931934
2022-01-02T04:00:22.625000,22.6,149.28730763745128
2022-01-02T04:00:22.675000,22.65,139.96586560822166
2022-01-02T04:00:22.725000,22.7,193.64503373916943
2022-01-02T04:00:22.775000,22.75,173.1480325268052
2022-01-02T04:00:22.825000,22.8,141.2563069792478
2022-01-02T04:00:22.875000,22.85,186.9091028588173
2022-01-02T04:00:22.925000,22.9,190.2990443994276
2022-01-02T04:00:22.975000,22.95,146.80477188623755
2022-01-02T04:00:23.025000,23.0,126.579065103331
2022-01-02T04:00:23.075000,23.05,153.3983167550146
2022-01-02T04:00:23.125000,23.1,161.01685335951333
2022-01-02T04:00:23.175000,23.15,136.34207877741906
2022-01-02T04:00:23.225000,23.2,146.11072912769708
2022-01-02T04:00:23.275000,23.25,169.65544294674294
2022-01-02T04:00:23.325000,23.3,174.4911006428536
2022-01-02T04:00:23.375000,23.35,174.99143728276243
2022-01-02T04:00:23.425000,23.4,175.49089678386403
2022-01-02T04:00:23.475000,23.45,194.2445213553382
2022-01-02T04:00:23.525000,23.5,186.0049561153833
2022-01-02T04:00:23.575000,23.55,147.62108504972468
2022-01-02T04:00:23.625000,23.6,174.53578739922108
2022-01-02T04:00:23.675000,23.65,201.58826798132475
2022-01-02T04:00:23.725000,23.7,192.52573027392188
2022-01-02T04:00:23.775000,23.75,183.4123219089545
2022-01-02T04:00:23.825000,23.8,146.73253207951382
2022-01-02T04:00:23.875000,23.85,145.6486901540836
2022-01-02T04:00:23.925000,23.9,170.718038848542
2022-01-02T04:00:23.975000,23.95,156.94456624057693
2022-01-02T04:00:24.025000,24.0,165.6361192062291
2022-01-02T04:00:24.075000,24.05,183.4060758734363
2022-01-02T04:00:24.125000,24.1,155.95998238662267
2022-01-02T04:00:24.175000,24.15,169.24686426070113
2022-01-02T04:00:24.225000,24.2,162.10954759077984
2022-01-02T04:00:24.275000,24.25,148.08815341780877
2022-01-02T04:00:24.325000,24.3,236.9333445383016
2022-01-02T04:00:24.375000,24.35,218.43341509158697
2022-01-02T04:00:24.425000,24.4,166.1260567706318
2022-01-02T04:00:24.475000,24.45,231.84393692353495
2022-01-02T04:00:24.525000,24.5,190.0875782769945
2022-01-02T04:00:24.575000,24.55,168.9647727164832
2022-01-02T04:00:24.625000,24.6,247.5288612924896
2022-01-02T04:00:24.675000,24.65,204.7235787546288
2022-01-02T04:00:24.725000,24.7,181.1432668639877
2022-01-02T04:00:24.775000,24.75,173.02980280158823
2022-01-02T04:00:24.825000,24.8,145.35435295831442
2022-01-02T04:00:24.875000,24.85,174.68120020867912
2022-01-02T04:00:24.925000,24.9,168.0557832093942
2022-01-02T04:00:24.975000,24.95,178.69431821392544
2022-01-02T04:00:25.025000,25.0,133.4282279675196
2022-01-02T04:00:25.075000,25.05,166.9354886873112
2022-01-02T04:00:25.125000,25.1,213.2566911932011
2022-01-02T04:00:25.175000,25.15,81.27595361685317
2022-01-02T04:00:25.225000,25.2,161.00320214133322
2022-01-02T04:00:25.275000,25.25,234.70703556765343
2022-01-02T04:00:25.325000,25.3,165.77548329217493
2022-01-02T04:00:25.375000,25.35,190.98445157833797
2022-01-02T04:00:25.425000,25.4,193.84063959961864
2022-01-02T04:00:26.725000,26.7,168.0123779325788
2022-01-02T04:00:26.775000,26.75,153.11663667807392
2022-01-02T04:00:26.825000,26.8,169.55760601112357
2022-01-02T04:00:26.875000,26.85,195.4075608457364
2022-01-02T04:00:26.925000,26.9,202.61412939368805
2022-01-02T04:00:26.975000,26.95,189.3680755886269
2022-01-02T04:00:27.025000,27.0,158.97696545619098
2022-01-02T04:00:27.075000,27.05,184.1298834840731
2022-01-02T04:00:27.125000,27.1,175.0593389459592
2022-01-02T04:00:27.175000,27.15,195.17012344848985
2022-01-02T04:00:27.225000,27.2,223.95748468114004
2022-01-02T04:00:27.275000,27.25,144.19025885496006
2022-01-02T04:00:27.325000,27.3,185.0775627975256
2022-01-02T04:00:27.375000,27.35,287.5421289861674
2022-01-02T04:00:27.425000,27.4,210.92709347873853
2022-01-02T04:00:27.475000,27.45,127.09989432448651
2022-01-02T04:00:27.525000,27.5,190.8450267257909
2022-01-02T04:00:27.575000,27.55,237.3788146218516
2022-01-02T04:00:27.625000,27.6,200.2875819954312
2022-01-02T04:00:27.675000,27.65,251.35815074178325
2022-01-02T04:00:27.725000,27.7,204.5288262709809
2022-01-02T04:00:27.775000,27.75,125.96920088508764
2022-01-02T04:00:27.825000,27.8,335.28509138906884
2022-01-02T04:00:27.875000,27.85,277.79332061376647
2022-01-02T04:00:27.925000,27.9,102.01761568859324
2022-01-02T04:00:27.975000,27.95,203.7295593000158
2022-01-02T04:00:32.075000,32.05,104.16441884470989
2022-01-02T04:00:32.125000,32.1,168.43298569544135
2022-01-02T04:00:32.175000,32.15,245.4401414625628
2022-01-02T04:00:32.225000,32.2,206.72397849249325
2022-01-02T04:00:32.275000,32.25,234.18785655587808
2022-01-02T04:00:32.325000,32.3,177.85739606796056
2022-01-02T04:00:32.375000,32.35,161.43977319145682
2022-01-02T04:00:32.425000,32.4,232.8496014675381
2022-01-02T04:00:32.475000,32.45,230.1183025271512
2022-01-02T04:00:32.525000,32.5,287.00527103640513
2022-01-02T04:00:32.575000,32.55,217.7910449624263
2022-01-02T04:00:32.625000,32.6,191.54797701189403
2022-01-02T04:00:32.675000,32.65,324.90365900220365
2022-01-02T04:00:32.725000,32.7,318.2896903362927
2022-01-02T04:00:32.775000,32.75,254.79074411692625
2022-01-02T04:00:32.825000,32.8,219.66517007525965
2022-01-02T04:00:32.875000,32.85,254.2001736520785
2022-01-02T04:00:32.925000,32.9,299.5795331046529
2022-01-02T04:00:32.975000,32.95,250.6491433581392
2022-01-02T04:00:33.025000,33.0,177.07291045816575
2022-01-02T04:00:33.075000,33.05,173.27762567812078
2022-01-02T04:00:33.125000,33.1,250.21136668727547
2022-01-02T04:00:33.175000,33.15,295.7033777768258
2022-01-02T04:00:33.225000,33.2,257.4626798153198
2022-01-02T04:00:33.275000,33.25,190.5807916273454
2022-01-02T04:00:33.325000,33.3,247.94594309822077
2022-01-02T04:00:33.375000,33.35,336.9557505859479
2022-01-02T04:00:33.425000,33.4,249.26398623614392
2022-01-02T04:00:33.475000,33.45,237.56885300578892
2022-01-02T04:00:33.525000,33.5,301.9810917707054
2022-01-02T04:00:33.575000,33.55,216.11629679505327
2022-01-02T04:00:33.625000,33.6,210.3193144008077
2022-01-02T04:00:33.675000,33.65,316.377636249945
2022-01-02T04:00:33.725000,33.7,315.56681625880543
2022-01-02T04:00:33.775000,33.75,235.48914758540155
2022-01-02T04:00:33.825000,33.8,247.52334181098675
2022-01-02T04:00:33.875000,33.85,320.0528789292934
2022-01-02T04:00:33.925000,33.9,269.6298808385229
2022-01-02T04:00:33.975000,33.95,223.13414097335823
2022-01-02T04:00:34.025000,34.0,229.21679763417083
2022-01-02T04:00:34.075000,34.05,209.48054150634096
2022-01-02T04:00:34.125000,34.1,275.1671928148567
2022-01-02T04:00:34.175000,34.15,322.0149534404607
2022-01-02T04:00:34.225000,34.2,240.64462595452133
2022-01-02T04:00:34.275000,34.25,188.05775095006493
2022-01-02T04:00:34.325000,34.3,228.94710504469532
2022-01-02T04:00:34.375000,34.35,254.9332452050838
2022-01-02T04:00:34.425000,34.4,260.02899644936565
2022-01-02T04:00:34.475000,34.45,271.09951513807584
2022-01-02T04:00:34.525000,34.5,204.48645224932324
2022-01-02T04:00:34.575000,34.55,151.7821356227957
2022-01-02T04:00:34.625000,34.6,230.58939818790745
2022-01-02T04:00:34.675000,34.65,270.5607684621382
2022-01-02T04:00:34.725000,34.7,240.75806519434573
2022-01-02T04:00:34.775000,34.75,200.96623669852897
2022-01-02T04:00:40.475000,40.45,129.31414794921875
2022-01-02T04:00:40.525000,40.5,219.356201171875
2022-01-02T04:00:40.575000,40.55,258.39825439453125
2022-01-02T04:00:40.625000,40.6,152.4403076171875
2022-01-02T04:00:40.675000,40.65,185.48236083984372
2022-01-02T04:00:40.725000,40.7,232.5244140625
2022-01-02T04:00:40.775000,40.75,197.5664825439453
2022-01-02T04:00:40.825000,40.8,204.6085357666016
2022-01-02T04:00:40.875000,40.85,251.6505889892578
2022-01-02T04:00:40.925000,40.9,167.69265747070312
2022-01-02T04:00:40.975000,40.95,70.73470306396484
2022-01-02T04:00:41.025000,41.0,202.7767639160156
2022-01-02T04:00:41.075000,41.05,229.81881713867188
2022-01-02T04:00:41.125000,41.1,111.86087036132812
2022-01-02T04:00:41.175000,41.15,153.90292358398438
2022-01-02T04:00:41.225000,41.2,193.94497680664065
2022-01-02T04:00:41.275000,41.25,204.98703002929688
2022-01-02T04:00:41.325000,41.3,252.0290985107422
2022-01-02T04:00:41.375000,41.35,222.07115173339844
2022-01-02T04:00:41.425000,41.4,147.1132049560547
2022-01-02T04:00:41.475000,41.45,157.1552734375
2022-01-02T04:00:41.525000,41.5,247.19732666015625
2022-01-02T04:00:41.575000,41.55,234.2393798828125
2022-01-02T04:00:41.625000,41.6,208.28143310546875
2022-01-02T04:00:41.675000,41.65,253.323486328125
2022-01-02T04:00:41.725000,41.7,186.36553955078125
2022-01-02T04:00:41.775000,41.75,137.40760803222656
2022-01-02T04:00:41.825000,41.8,195.4496612548828
2022-01-02T04:00:41.875000,41.85,207.49171447753903
2022-01-02T04:00:41.925000,41.9,124.53376770019533
2022-01-02T04:00:41.975000,41.95,133.57582092285156
2022-01-02T04:00:42.025000,42.0,226.61788940429688
2022-01-02T04:00:42.075000,42.05,169.65994262695312
2022-01-02T04:00:42.125000,42.1,180.70199584960935
2022-01-02T04:00:42.175000,42.15,239.7440490722656
2022-01-02T04:00:42.225000,42.2,161.78610229492188
2022-01-02T04:00:42.275000,42.25,155.82815551757812
2022-01-02T04:00:42.325000,42.3,199.8702087402344
2022-01-02T04:00:42.375000,42.35,161.9122772216797
2022-01-02T04:00:42.425000,42.4,154.95433044433594
2022-01-02T04:00:42.475000,42.45,249.99639892578125
2022-01-02T04:00:42.525000,42.5,253.0384521484375
2022-01-02T04:00:42.575000,42.55,177.08050537109375
2022-01-02T04:00:42.625000,42.6,212.12255859375
2022-01-02T04:00:42.675000,42.65,239.16461181640625
2022-01-02T04:00:42.725000,42.7,164.2066650390625
2022-01-02T04:00:42.775000,42.75,185.24871826171875
2022-01-02T04:00:42.825000,42.8,243.290771484375
2022-01-02T04:00:42.875000,42.85,156.3328399658203
2022-01-02T04:00:42.925000,42.9,117.37489318847656
2022-01-02T04:00:42.975000,42.95,192.4169464111328
2022-01-02T04:00:43.025000,43.0,190.45901489257807
2022-01-02T04:00:43.075000,43.05,150.50106811523438
2022-01-02T04:00:43.125000,43.1,205.54312133789065
2022-01-02T04:00:43.175000,43.15,166.58517456054688
2022-01-02T04:00:43.225000,43.2,133.62722778320312
2022-01-02T04:00:43.275000,43.25,241.66928100585935
2022-01-02T04:00:43.325000,43.3,187.7113342285156
2022-01-02T04:00:43.375000,43.35,143.75340270996094
2022-01-02T04:00:43.425000,43.4,200.7954559326172
2022-01-02T04:00:43.475000,43.45,240.83750915527344
2022-01-02T04:00:43.525000,43.5,227.87957763671875
2022-01-02T04:00:43.575000,43.55,176.921630859375
2022-01-02T04:00:43.625000,43.6,285.96368408203125
2022-01-02T04:00:43.675000,43.65,216.0057373046875
2022-01-02T04:00:43.725000,43.7,93.04779052734376
2022-01-02T04:00:43.775000,43.75,243.08984375
2022-01-02T04:00:43.825000,43.8,214.13189697265625
2022-01-02T04:00:43.875000,43.85,170.17396545410156
2022-01-02T04:00:43.925000,43.9,233.2160186767578
2022-01-02T04:00:43.975000,43.95,158.25807189941406
2022-01-02T04:00:44.025000,44.0,176.3001251220703
2022-01-02T04:00:44.075000,44.05,216.3421936035156
2022-01-02T04:00:44.125000,44.1,183.38424682617188
2022-01-02T04:00:44.175000,44.15,186.42630004882807
2022-01-02T04:00:44.225000,44.2,139.46835327148438
2022-01-02T04:00:44.275000,44.25,189.51040649414065
2022-01-02T04:00:44.325000,44.3,240.55245971679688
2022-01-02T04:00:44.375000,44.35,171.59451293945312
2022-01-02T04:00:44.425000,44.4,209.63658142089844
2022-01-02T04:00:44.475000,44.45,155.6786346435547
2022-01-02T04:00:44.525000,44.5,176.72068786621094
2022-01-02T04:00:44.575000,44.55,364.76275634765625
2022-01-02T04:00:44.625000,44.6,261.8048095703125
2022-01-02T04:00:44.675000,44.65,178.84686279296875
2022-01-02T04:00:44.725000,44.7,213.888916015625
2022-01-02T04:00:44.775000,44.75,124.93096923828124
2022-01-02T04:00:44.825000,44.8,156.9730224609375
2022-01-02T04:00:44.875000,44.85,342.0150756835937
2022-01-02T04:00:44.925000,44.9,349.05712890625
2022-01-02T04:00:44.975000,44.95,143.0991973876953
2022-01-02T04:00:45.025000,45.0,115.14125061035156
2022-01-02T04:00:45.075000,45.05,212.1833038330078
2022-01-02T04:00:45.125000,45.1,174.22537231445312
2022-01-02T04:00:45.175000,45.15,142.26742553710938
2022-01-02T04:00:45.225000,45.2,184.3094787597656
2022-01-02T04:00:45.275000,45.25,125.35153198242188
2022-01-02T04:00:45.325000,45.3,127.39358520507812
2022-01-02T04:00:45.375000,45.35,303.4356384277344
2022-01-02T04:00:45.425000,45.4,248.47769165039065
2022-01-02T04:00:45.475000,45.45,118.51976013183594
2022-01-02T04:00:45.525000,45.5,133.5618133544922
2022-01-02T04:00:45.575000,45.55,166.60386657714844
2022-01-02T04:00:45.625000,45.6,235.64593505859372
2022-01-02T04:00:45.675000,45.65,209.68798828125
2022-01-02T04:00:45.725000,45.7,119.73003387451172
2022-01-02T04:00:45.775000,45.75,30.7720947265625
2022-01-02T04:00:45.825000,45.8,93.81414794921876
2022-01-02T04:00:45.875000,45.85,288.856201171875
2022-01-02T04:00:45.925000,45.9,194.89825439453125
2022-01-02T04:00:45.975000,45.95,45.94031524658203
2022-01-02T04:00:46.025000,46.0,78.98237609863281
2022-01-02T04:00:46.075000,46.05,134.02442932128906
2022-01-02T04:00:50.825000,50.8,97.01976013183594
2022-01-02T04:00:50.875000,50.85,159.06182861328125
2022-01-02T04:00:50.925000,50.9,103.10387420654295
2022-01-02T04:00:50.975000,50.95,110.14593505859376
2022-01-02T04:00:51.025000,51.0,19.18798828125
2022-01-02T04:00:51.075000,51.05,90.23004150390624
2022-01-02T04:00:51.125000,51.1,156.2720947265625
2022-01-02T04:00:51.175000,51.15,101.31415557861328
2022-01-02T04:00:51.225000,51.2,142.35621643066406
2022-01-02T04:00:51.275000,51.25,67.39826965332031
2022-01-02T04:00:51.325000,51.3,93.44032287597656
2022-01-02T04:00:51.375000,51.35,222.48239135742188
2022-01-02T04:00:51.425000,51.4,193.52444458007807
2022-01-02T04:00:51.475000,51.45,133.56649780273438
2022-01-02T04:00:51.525000,51.5,98.60855102539062
2022-01-02T04:00:51.575000,51.55,118.65060424804688
2022-01-02T04:00:51.625000,51.6,215.69265747070312
2022-01-02T04:00:51.675000,51.65,203.73471069335935
2022-01-02T04:00:51.725000,51.7,25.77677154541016
2022-01-02T04:00:51.775000,51.75,-3.1811676025390625
2022-01-02T04:00:51.825000,51.8,121.8608856201172
2022-01-02T04:00:51.875000,51.85,224.90293884277344
2022-01-02T04:00:51.925000,51.9,278.94500732421875
2022-01-02T04:00:51.975000,51.95,148.987060546875
2022-01-02T04:00:52.025000,52.0,-51.97088623046875
2022-01-02T04:00:52.075000,52.05,-18.9288330078125
2022-01-02T04:00:52.125000,52.1,185.11322021484372
2022-01-02T04:00:52.175000,52.15,208.1552734375
